Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Type_L,Type_M
299.3,310.8,1391,46.9,21,0,True,False
299.2,310.7,1636,29.4,23,0,False,False
299.2,310.6,1675,33.3,28,0,True,False
299.2,310.5,1329,48.9,30,0,False,False
299.2,310.5,1548,33.5,35,0,False,True
299.2,310.5,1391,45.8,38,0,True,False
299.1,310.5,1437,43.1,40,0,True,False
299.2,310.6,1370,61.9,42,0,True,False
299.1,310.6,1577,37.1,44,0,True,False
299.1,310.5,1485,37.8,46,0,True,False
299.0,310.4,1504,34.3,48,0,True,False
298.9,310.3,1551,35.2,50,0,False,True
299.1,310.5,1428,43.0,53,0,False,True
299.0,310.5,1755,27.9,56,0,True,False
299.1,310.5,1329,54.9,58,0,True,False
299.1,310.5,1496,35.2,60,0,True,False
299.1,310.5,1532,36.6,62,0,True,False
299.1,310.5,1389,61.4,64,0,True,False
299.1,310.4,1524,51.4,66,0,False,True
299.1,310.4,1422,49.3,69,0,False,True
299.1,310.5,1739,27.4,72,0,True,False
299.1,310.5,1736,26.9,74,0,True,False
299.1,310.5,1419,48.8,76,0,True,False
299.1,310.6,1326,49.7,78,0,True,False
299.1,310.6,1449,43.2,80,0,False,True
299.2,310.6,1534,39.7,83,0,True,False
299.2,310.6,1443,50.9,85,0,False,True
299.2,310.6,1498,41.1,88,0,True,False
299.1,310.6,1796,26.0,90,0,True,False
299.1,310.4,1519,45.3,92,0,True,False
299.0,310.4,1339,49.6,94,0,True,False
299.0,310.4,1483,41.5,96,0,True,False
298.9,310.2,2099,20.0,98,0,False,True
299.0,310.3,1689,29.7,101,0,False,True
299.1,310.4,1369,54.5,104,0,False,False
299.0,310.4,1512,38.8,109,0,True,False
299.0,310.3,1303,68.6,111,1,False,True
299.0,310.3,1552,39.9,114,0,True,False
299.0,310.4,1713,28.0,116,0,True,False
298.9,310.3,1456,44.1,118,0,True,False
299.0,310.4,1524,39.8,120,0,True,False
299.0,310.4,1394,45.2,122,0,False,True
299.0,310.4,1981,21.2,125,0,True,False
299.0,310.4,1565,36.1,127,0,True,False
299.1,310.4,1657,31.0,129,0,True,False
299.0,310.4,1625,37.1,131,0,False,True
299.0,310.4,1606,31.1,134,0,True,False
299.0,310.5,1336,56.8,136,0,False,False
299.0,310.6,1587,34.2,141,0,False,True
299.1,310.6,1602,39.7,144,0,True,False
299.1,310.5,1471,38.4,146,0,True,False
299.1,310.6,1332,48.0,148,0,False,False
299.2,310.6,1434,48.4,153,0,False,False
299.1,310.6,1921,23.9,158,0,True,False
299.2,310.6,1704,30.6,160,0,False,False
299.1,310.6,1397,49.5,165,0,False,True
299.1,310.6,1791,28.0,168,0,False,False
299.1,310.6,1818,24.1,173,0,True,False
299.2,310.7,1540,36.3,175,0,True,False
299.2,310.8,1502,39.8,177,0,False,True
299.2,310.8,1761,30.4,180,0,False,False
299.1,310.8,1517,38.4,185,0,False,True
299.1,310.7,1309,51.1,188,0,True,False
298.9,310.6,1363,52.6,190,0,True,False
299.0,310.6,1787,22.2,192,0,False,True
298.9,310.5,1640,29.2,195,0,True,False
298.9,310.6,1720,25.3,197,0,False,True
298.8,310.5,1384,52.8,200,0,True,False
298.8,310.5,1294,55.8,202,0,False,False
298.8,310.5,1464,46.4,207,0,True,False
298.8,310.6,1803,25.4,209,0,True,False
298.8,310.6,1602,39.1,211,0,True,False
298.9,310.6,1519,38.8,213,0,False,False
298.9,310.7,1638,33.6,218,0,False,True
298.9,310.6,1615,33.0,221,0,False,False
298.8,310.6,1651,33.3,0,0,True,False
298.9,310.6,1387,52.7,2,0,True,False
298.8,310.5,1678,32.8,4,0,False,True
298.9,310.6,1585,38.1,7,0,True,False
298.8,310.6,1640,33.8,9,0,False,True
298.9,310.6,1406,43.8,12,0,True,False
298.9,310.6,1679,35.8,14,0,False,True
298.9,310.5,1717,26.9,17,0,True,False
298.9,310.5,1429,39.9,19,0,False,False
298.9,310.4,1533,44.4,24,0,False,True
298.9,310.5,1525,38.5,27,0,False,True
298.9,310.4,1739,26.3,30,0,True,False
298.9,310.3,1436,39.0,32,0,True,False
298.8,310.2,1595,33.1,34,0,False,True
298.7,310.1,1435,45.6,37,0,False,False
298.7,310.0,1637,31.8,42,0,True,False
298.7,310.1,1558,37.6,44,0,True,False
298.7,310.1,1644,34.1,46,0,False,True
298.7,310.1,1641,31.1,49,0,True,False
298.8,310.2,1504,41.0,51,0,True,False
298.7,310.1,1506,50.7,53,0,False,True
298.8,310.1,1380,44.0,56,0,False,False
298.7,310.1,1549,42.5,61,0,False,True
298.7,310.1,1402,69.7,64,1,False,True
298.7,310.1,1401,45.3,67,0,True,False
298.7,310.0,1459,40.2,69,0,False,True
298.7,309.9,1465,39.7,72,0,True,False
298.8,310.0,1295,52.7,74,0,False,True
298.8,310.0,1529,38.5,77,0,False,True
298.8,310.0,1484,44.9,80,0,False,True
298.8,309.9,1739,30.6,83,0,True,False
298.7,309.8,1422,40.7,85,0,False,False
298.8,309.8,1463,40.0,90,0,True,False
298.7,309.7,1667,30.4,92,0,True,False
298.7,309.7,1565,39.3,94,0,False,False
298.7,309.7,1393,45.7,99,0,True,False
298.8,309.7,1453,47.7,101,0,False,True
298.8,309.6,1442,50.0,104,0,True,False
298.7,309.6,1364,44.9,106,0,True,False
298.7,309.5,1453,40.4,108,0,False,False
298.7,309.5,1394,46.0,113,0,False,True
298.7,309.5,1500,38.8,116,0,False,True
298.6,309.5,1523,34.2,119,0,False,False
298.7,309.6,1254,57.1,124,0,False,True
298.6,309.5,1325,52.2,127,0,True,False
298.8,309.7,1424,49.6,129,0,True,False
298.8,309.7,1505,39.0,131,0,True,False
298.8,309.7,1392,48.7,133,0,False,True
298.8,309.7,1529,44.0,136,0,True,False
298.8,309.7,1477,48.5,138,0,False,True
298.8,309.7,1459,47.3,141,0,False,True
299.0,309.8,2240,15.9,144,0,False,True
298.9,309.7,1449,48.8,147,0,True,False
298.8,309.7,1589,35.3,149,0,False,True
298.8,309.7,1740,28.5,152,0,True,False
298.8,309.7,1499,40.3,154,0,False,True
298.8,309.7,1480,38.1,157,0,False,True
298.8,309.7,1751,29.6,160,0,True,False
298.7,309.7,1510,40.6,162,0,True,False
298.8,309.8,1437,48.2,164,0,False,False
298.8,309.7,1609,40.4,169,0,True,False
298.8,309.8,1490,35.9,171,0,False,False
298.7,309.7,1601,35.7,176,0,True,False
298.7,309.6,1665,31.1,178,0,True,False
298.7,309.6,1452,42.7,180,0,False,True
298.7,309.5,1487,33.6,183,0,False,True
298.7,309.6,1382,48.1,186,0,False,True
298.7,309.6,1686,26.2,189,0,False,True
298.6,309.6,1491,36.9,192,0,True,False
298.7,309.6,1442,55.6,194,0,True,False
298.6,309.6,1390,50.3,196,0,True,False
298.7,309.6,1502,46.7,198,0,True,False
298.6,309.6,1344,59.4,200,0,False,True
298.5,309.5,1385,46.3,203,1,True,False
298.7,309.7,1547,37.4,0,0,True,False
298.6,309.6,1525,42.4,2,0,False,True
298.6,309.6,1540,35.8,5,0,True,False
298.6,309.5,1450,44.3,7,0,True,False
298.6,309.6,1353,62.5,9,0,True,False
298.8,309.7,1582,45.0,11,0,True,False
298.9,309.8,1396,49.0,13,0,True,False
298.8,309.8,1551,36.6,15,0,False,True
298.9,309.8,1836,22.8,18,0,False,True
298.9,309.8,1390,49.9,21,0,True,False
298.9,309.8,1534,42.1,23,0,True,False
298.8,309.7,1953,20.6,25,0,True,False
298.8,309.8,1634,33.6,27,0,True,False
298.7,309.7,1881,21.7,29,0,True,False
298.8,309.7,1448,44.8,31,0,False,True
298.7,309.7,1362,50.5,34,0,False,True
298.8,309.7,1225,63.4,37,0,True,False
298.8,309.6,1384,48.2,39,0,False,True
298.8,309.8,1334,49.3,42,0,True,False
298.8,309.7,1336,50.3,44,0,True,False
298.8,309.9,1331,61.6,46,0,False,True
298.8,309.9,1629,31.9,49,0,True,False
298.9,310.0,1776,25.7,51,0,True,False
298.8,310.0,1530,38.3,53,0,False,False
298.9,310.0,1719,27.3,58,0,True,False
298.8,309.9,1495,35.2,60,0,False,True
298.8,309.7,1450,43.1,63,0,True,False
298.8,309.8,1563,38.8,65,0,False,False
298.9,309.9,1501,37.1,70,0,False,True
298.8,309.9,1351,47.2,73,0,True,False
298.9,309.9,1365,46.5,75,0,True,False
298.8,309.9,1525,39.7,77,0,True,False
298.8,309.8,1288,61.9,79,0,False,True
298.6,309.6,1423,42.7,82,0,True,False
298.5,309.6,1502,39.4,84,0,False,True
298.5,309.5,1428,43.5,87,0,True,False
298.6,309.5,1566,38.1,89,0,False,True
298.5,309.5,1483,44.8,92,0,False,True
298.6,309.6,1593,33.3,95,0,False,False
298.5,309.6,1724,26.4,100,0,True,False
298.5,309.7,2617,12.1,102,1,True,False
298.6,309.7,1294,59.4,104,0,True,False
298.6,309.6,1533,40.7,106,0,True,False
298.5,309.4,1671,31.8,108,0,False,False
298.5,309.5,1370,52.4,113,0,True,False
298.5,309.6,1462,45.1,115,0,True,False
298.4,309.5,1545,36.6,117,0,True,False
298.4,309.5,1484,41.7,119,0,False,True
298.4,309.5,1344,45.3,122,0,False,True
298.4,309.5,1357,50.1,125,0,True,False
298.5,309.6,1572,33.0,127,0,False,True
298.5,309.6,1861,26.9,130,0,True,False
298.5,309.5,1548,44.5,132,0,True,False
298.6,309.8,1496,37.7,134,0,True,False
298.6,309.7,1314,49.7,136,0,False,True
298.6,309.7,1422,49.7,139,0,False,True
298.6,309.8,1842,20.1,142,0,True,False
298.7,309.9,1434,53.0,144,0,False,True
298.8,310.1,1585,31.3,147,0,False,True
298.8,310.1,1704,30.7,150,0,False,False
298.9,310.2,1971,23.2,155,0,True,False
299.0,310.3,1431,39.9,157,0,True,False
298.9,310.4,1546,37.7,159,0,True,False
298.9,310.3,1496,36.3,161,0,True,False
298.9,310.3,1243,63.0,163,0,False,False
299.0,310.4,1452,46.2,168,0,True,False
299.1,310.6,1380,44.7,170,0,True,False
299.2,310.6,1567,38.4,172,0,True,False
299.1,310.5,1628,35.9,174,0,True,False
299.1,310.4,1505,46.1,176,0,True,False
299.0,310.3,1827,28.0,178,0,False,True
299.0,310.3,1577,40.0,181,0,True,False
298.9,310.2,1304,57.2,183,0,True,False
298.9,310.1,1324,54.6,185,0,False,False
298.8,310.0,1537,39.9,190,0,True,False
298.8,310.1,1501,48.7,192,0,False,True
298.7,309.9,1654,29.1,195,0,False,True
298.7,310.0,1519,38.1,198,0,False,True
298.7,309.9,1371,51.3,201,0,True,False
298.7,309.8,1181,65.9,203,1,True,False
298.6,309.8,1469,42.8,205,0,True,False
298.6,309.8,1637,34.6,207,0,True,False
298.6,309.8,1370,56.0,0,0,True,False
298.6,309.9,1630,30.6,2,0,True,False
298.6,310.0,1517,39.0,4,0,True,False
298.6,309.9,1668,32.3,6,0,False,True
298.6,309.9,1818,24.9,9,0,False,True
298.6,310.0,1541,36.9,12,0,False,True
298.5,309.9,1482,42.1,15,0,True,False
298.6,310.1,1439,49.9,17,0,True,False
298.5,310.0,1492,41.2,19,0,True,False
298.4,309.9,1725,27.8,21,0,True,False
298.4,310.0,1559,44.2,23,0,True,False
298.5,310.0,1435,42.5,25,0,True,False
298.6,310.0,1512,37.5,27,0,False,True
298.6,309.9,1564,37.1,30,0,True,False
298.6,310.0,1522,40.3,32,0,True,False
298.6,309.9,1356,59.5,34,0,True,False
298.6,309.9,1556,38.6,36,0,True,False
298.6,309.9,1393,45.5,38,0,True,False
298.7,309.9,1753,26.8,40,0,True,False
298.7,309.9,1651,29.5,42,0,True,False
298.7,309.9,1372,54.7,44,0,True,False
298.7,309.9,1446,43.3,46,0,True,False
298.7,309.8,1501,44.7,48,0,False,True
298.7,309.9,1411,45.1,51,0,False,True
298.6,309.7,1672,27.5,54,0,False,False
298.7,309.8,1475,40.5,59,0,False,True
298.7,309.8,1469,38.4,62,0,True,False
298.6,309.8,1704,28.3,64,0,True,False
298.6,309.7,1463,39.1,66,0,False,False
298.6,309.7,1280,64.1,71,0,False,True
298.7,309.9,1464,38.0,74,0,True,False
298.6,309.8,1332,46.4,76,0,True,False
298.5,309.7,1634,37.8,78,0,True,False
298.6,309.8,1430,43.1,80,0,False,True
298.5,309.7,1523,44.6,83,0,False,True
298.5,309.7,1557,37.7,86,0,False,True
298.5,309.6,1585,32.2,89,0,True,False
298.5,309.6,1579,33.5,91,0,False,False
298.5,309.7,1354,60.8,96,0,False,True
298.6,309.7,1627,33.4,99,0,True,False
298.4,309.6,1477,35.6,101,0,True,False
298.3,309.4,1595,29.0,103,0,False,True
298.4,309.5,1520,38.1,106,0,True,False
298.3,309.4,1618,31.5,108,0,True,False
298.4,309.5,1397,50.3,110,0,True,False
298.4,309.5,1450,47.9,112,0,True,False
298.5,309.5,1501,40.2,114,0,False,True
298.4,309.4,1392,50.1,117,0,True,False
298.4,309.4,1385,43.2,119,0,True,False
298.4,309.4,1461,46.3,121,0,True,False
298.5,309.6,1364,58.7,123,0,False,True
298.5,309.5,1579,38.6,126,0,True,False
298.4,309.5,1514,38.8,128,0,False,True
298.3,309.5,1560,36.9,131,0,False,True
298.3,309.5,1542,36.7,134,0,True,False
298.3,309.4,1668,27.1,136,0,True,False
298.3,309.4,1816,22.6,138,0,False,True
298.3,309.4,1509,34.2,141,0,False,True
298.4,309.6,1479,37.8,144,0,True,False
298.4,309.6,1655,30.2,146,0,True,False
298.3,309.5,1711,30.3,148,0,True,False
298.4,309.7,1581,34.6,150,0,True,False
298.6,309.8,1279,55.9,152,0,False,False
298.5,309.8,1468,40.9,157,0,True,False
298.4,309.7,1419,41.3,159,0,True,False
298.4,309.7,1530,38.6,161,0,True,False
298.4,309.6,1710,27.3,163,1,True,False
298.4,309.7,1518,39.8,165,0,True,False
298.4,309.7,1679,33.3,167,0,False,True
298.4,309.7,1870,22.5,170,0,False,True
298.3,309.7,1484,44.3,173,0,True,False
298.4,309.7,1457,44.2,175,0,True,False
298.3,309.6,1546,36.2,177,0,False,False
298.2,309.5,1478,36.5,182,0,False,True
298.2,309.4,1447,47.1,185,0,True,False
298.2,309.4,1443,45.4,187,0,True,False
298.3,309.6,1527,30.9,189,0,True,False
298.3,309.6,1469,54.8,191,0,False,True
298.3,309.6,1681,27.1,194,0,False,True
298.3,309.6,1420,44.1,197,0,True,False
298.3,309.5,1543,49.9,199,0,False,True
298.4,309.5,1376,50.4,202,0,True,False
298.3,309.4,1631,29.8,0,0,False,False
298.3,309.3,1529,41.7,5,0,False,False
298.3,309.4,1468,46.2,10,0,True,False
298.3,309.4,1378,52.3,12,0,True,False
298.3,309.3,1401,51.9,14,0,True,False
298.4,309.3,1531,37.4,16,0,True,False
298.4,309.3,1512,35.8,18,0,True,False
298.5,309.4,1522,47.4,20,0,False,True
298.5,309.3,1615,31.8,23,0,False,True
298.6,309.3,1449,46.5,26,0,True,False
298.6,309.4,1315,55.5,28,0,True,False
298.6,309.4,1465,41.1,30,0,False,True
298.6,309.5,1404,43.3,33,0,False,True
298.6,309.5,1547,44.8,36,0,True,False
298.6,309.5,1426,45.4,38,0,False,True
298.6,309.5,1730,30.2,41,0,True,False
298.5,309.4,1548,37.7,43,0,True,False
298.5,309.4,1517,40.2,45,0,True,False
298.6,309.5,1687,29.3,47,0,True,False
298.5,309.5,1738,25.2,49,0,True,False
298.4,309.4,1512,35.3,51,0,False,False
298.5,309.4,1365,48.7,56,0,False,True
298.5,309.4,2011,21.0,59,0,False,False
298.4,309.3,1806,27.6,64,0,True,False
298.4,309.3,1716,28.4,66,0,True,False
298.4,309.4,1666,24.3,68,0,False,True
298.5,309.4,1578,36.3,71,0,True,False
298.3,309.3,1558,37.2,73,0,True,False
298.3,309.2,1456,45.5,75,0,True,False
298.2,309.1,1457,49.0,77,0,False,True
298.2,309.1,1467,44.5,80,0,True,False
298.1,309.0,1661,38.2,82,0,False,True
298.1,309.0,1592,33.9,85,0,True,False
298.2,309.0,1596,37.2,87,0,True,False
298.2,309.0,1489,40.6,89,0,True,False
298.3,309.0,1471,48.3,91,0,True,False
298.3,309.0,1505,41.3,93,0,False,True
298.3,309.0,1519,40.0,96,0,True,False
298.3,309.0,1408,45.4,98,0,True,False
298.2,308.9,1332,44.4,100,0,True,False
298.1,308.9,1351,52.4,102,0,True,False
298.0,308.9,1500,36.7,104,0,True,False
298.0,308.7,1614,30.7,106,0,False,True
298.0,308.8,1489,36.5,109,0,True,False
297.9,308.7,1751,26.6,111,0,False,True
298.0,308.7,1511,45.8,114,0,True,False
297.9,308.6,1691,29.6,116,0,True,False
297.9,308.6,1757,27.5,118,0,True,False
297.9,308.7,1545,35.9,120,0,False,False
297.9,308.6,2262,15.7,125,0,True,False
297.7,308.5,1559,35.2,127,0,False,True
297.6,308.4,1626,32.4,130,0,True,False
297.6,308.3,1424,53.9,132,0,True,False
297.6,308.3,1648,29.1,134,0,False,True
297.6,308.3,1523,39.5,137,0,True,False
297.6,308.3,1502,43.2,139,0,True,False
297.5,308.2,1489,40.7,141,0,True,False
297.4,308.1,1620,31.2,143,0,False,True
297.5,308.1,1631,30.6,146,0,True,False
297.5,308.0,1429,45.8,148,0,False,True
297.5,308.1,1334,72.0,151,1,False,True
297.4,308.0,1423,38.0,154,0,True,False
297.4,307.9,1390,47.7,156,0,True,False
297.4,307.9,1338,48.5,158,0,False,True
297.3,307.9,1461,37.5,161,0,False,False
297.4,307.9,1627,34.3,166,0,False,True
297.3,307.8,1385,44.4,169,0,True,False
297.3,307.8,1538,48.0,171,0,False,True
297.4,307.9,1557,35.5,174,0,True,False
297.4,307.9,1606,33.4,176,0,True,False
297.5,308.0,1430,44.5,178,0,False,True
297.4,308.0,1601,34.6,181,0,False,True
297.4,308.0,1356,51.9,184,0,True,False
297.5,308.2,1624,30.9,186,0,False,True
297.5,308.2,1327,56.5,189,0,True,False
297.6,308.3,1410,47.0,191,0,True,False
297.6,308.3,1478,42.3,193,0,True,False
297.6,308.4,1460,40.3,195,0,True,False
297.5,308.3,1435,40.3,197,0,True,False
297.4,308.2,1359,46.9,199,0,False,False
297.4,308.1,1729,31.7,204,0,True,False
297.3,308.0,1384,49.1,206,0,False,False
297.4,308.2,1297,52.1,211,0,True,False
297.5,308.4,1633,33.3,213,0,True,False
297.5,308.4,1505,37.2,215,0,False,True
297.5,308.4,1433,50.0,218,0,True,False
297.4,308.4,1369,50.6,220,1,True,False
297.4,308.3,1475,40.5,222,1,True,False
297.4,308.3,1561,38.3,0,0,True,False
297.4,308.3,1472,45.5,2,0,True,False
297.5,308.4,1441,44.5,4,0,True,False
297.5,308.5,1401,50.5,6,0,False,True
297.5,308.5,1691,33.1,9,0,True,False
297.6,308.6,1382,47.1,11,0,True,False
297.6,308.6,1355,46.4,13,0,True,False
297.6,308.6,1529,45.3,15,0,True,False
297.7,308.7,1829,24.9,17,0,True,False
297.6,308.6,1480,39.8,19,0,False,False
297.6,308.5,1475,42.4,24,0,True,False
297.6,308.5,1431,52.6,26,0,False,True
297.5,308.3,1437,42.3,29,0,True,False
297.5,308.3,1476,45.6,31,0,False,True
297.5,308.4,1490,39.7,34,0,False,False
297.4,308.3,1632,33.5,39,0,True,False
297.4,308.2,1402,49.7,41,0,True,False
297.4,308.3,1347,45.8,43,0,True,False
297.5,308.4,1747,31.0,45,0,True,False
297.5,308.5,1557,39.1,47,0,False,False
297.4,308.4,1371,57.4,52,0,True,False
297.3,308.3,1506,37.0,54,0,False,False
297.3,308.3,1590,35.5,59,0,True,False
297.4,308.3,1336,53.7,61,0,True,False
297.3,308.3,1411,43.2,63,0,True,False
297.4,308.3,1704,27.3,65,0,True,False
297.5,308.4,1723,27.3,67,0,True,False
297.5,308.5,1459,39.7,69,0,True,False
297.6,308.5,1572,35.9,71,0,True,False
297.5,308.4,1384,56.0,73,0,True,False
297.6,308.6,1383,47.5,75,0,True,False
297.6,308.5,1360,48.6,77,0,False,True
297.5,308.4,1596,36.6,80,0,False,True
297.5,308.5,1448,54.3,83,0,True,False
297.6,308.5,1443,38.2,85,0,False,True
297.6,308.6,1492,35.5,88,0,False,True
297.5,308.6,1497,43.9,91,0,True,False
297.5,308.5,1530,38.5,93,0,True,False
297.4,308.4,1478,46.2,95,0,False,True
297.4,308.4,1328,61.8,98,0,True,False
297.4,308.3,1771,27.4,100,0,False,False
297.4,308.4,1564,35.0,105,0,False,True
297.3,308.3,1461,41.5,108,0,False,False
297.4,308.3,1335,57.9,113,0,False,True
297.4,308.4,1441,46.8,116,0,False,True
297.3,308.3,1268,60.6,119,0,True,False
297.3,308.3,1697,27.4,121,0,False,True
297.4,308.4,1421,46.0,124,0,True,False
297.4,308.5,1496,36.4,126,0,True,False
297.5,308.5,1375,55.6,128,0,True,False
297.4,308.5,1295,52.1,130,0,True,False
297.4,308.5,1643,33.8,132,0,True,False
297.5,308.6,1514,36.9,134,0,True,False
297.5,308.6,1671,29.4,136,0,True,False
297.5,308.6,1355,58.9,138,0,False,False
297.6,308.7,1365,50.6,143,0,True,False
297.5,308.7,1407,42.5,145,0,True,False
297.5,308.8,1455,46.1,147,0,False,True
297.5,308.8,1502,45.9,150,0,True,False
297.5,308.8,1471,52.3,152,0,False,True
297.5,308.9,1581,30.4,155,0,True,False
297.5,308.8,1530,37.8,157,0,True,False
297.5,308.8,1312,50.3,159,0,True,False
297.4,308.6,1494,42.6,161,0,True,False
297.4,308.6,1528,29.1,163,0,False,True
297.3,308.6,1688,29.4,166,0,False,False
297.3,308.5,1520,42.4,171,0,False,True
297.3,308.5,1664,28.9,174,0,False,True
297.3,308.5,1514,44.5,177,0,True,False
297.3,308.5,1456,54.2,179,0,True,False
297.2,308.5,1494,39.6,181,0,True,False
297.2,308.4,1605,30.0,183,0,True,False
297.2,308.5,1353,46.5,185,0,False,True
297.2,308.5,1447,47.9,188,0,True,False
297.2,308.5,1588,40.4,190,0,True,False
297.2,308.5,1524,41.4,192,0,False,False
297.2,308.5,1611,31.6,197,0,False,True
297.2,308.5,1604,34.9,200,0,False,True
297.1,308.5,1483,46.9,203,0,True,False
297.1,308.4,1543,39.6,205,0,True,False
297.1,308.5,1323,44.4,207,1,True,False
297.1,308.5,1555,36.2,0,0,True,False
297.1,308.4,1583,31.9,2,0,True,False
297.2,308.5,1584,40.0,4,0,False,True
297.2,308.5,1766,25.8,7,0,True,False
297.2,308.6,1498,44.4,9,0,False,True
297.2,308.6,1413,49.8,12,0,True,False
297.3,308.6,1505,33.5,14,0,True,False
297.3,308.7,1438,46.2,16,0,False,False
297.3,308.7,1655,34.1,21,0,False,True
297.3,308.7,1451,43.8,24,0,False,True
297.3,308.7,1466,38.4,27,0,False,True
297.2,308.6,1774,23.0,30,0,True,False
297.2,308.6,1284,51.3,32,0,False,True
297.1,308.5,1425,40.0,35,0,True,False
297.2,308.6,1437,52.4,37,0,True,False
297.2,308.6,1335,53.0,39,0,True,False
297.2,308.5,1471,41.7,41,0,True,False
297.2,308.5,1364,54.0,43,0,False,True
297.1,308.5,1578,35.6,46,0,True,False
297.1,308.5,1712,32.1,48,0,True,False
297.1,308.5,1733,28.7,50,0,True,False
297.2,308.6,1652,32.1,52,0,True,False
297.2,308.6,1917,24.1,54,0,True,False
297.2,308.6,1444,41.1,56,0,False,True
297.1,308.6,1442,37.1,59,0,True,False
297.1,308.6,1717,31.3,61,0,False,True
297.1,308.7,1474,42.3,64,0,True,False
297.2,308.7,1509,39.3,66,0,True,False
297.2,308.8,1451,43.1,68,0,True,False
297.3,308.8,1554,36.1,70,0,True,False
297.2,308.7,1669,30.7,72,0,True,False
297.2,308.6,1366,50.4,74,0,True,False
297.2,308.6,1578,34.4,76,0,True,False
297.2,308.6,1513,39.0,78,0,False,True
297.1,308.5,1515,42.1,81,0,False,True
297.2,308.6,1562,33.0,84,0,True,False
297.2,308.7,1501,38.5,86,0,True,False
297.2,308.7,1398,38.1,88,0,False,True
297.3,308.7,1352,53.8,91,0,True,False
297.3,308.7,1569,33.9,93,0,False,False
297.2,308.6,1486,46.6,98,0,False,False
297.2,308.6,1864,23.6,103,0,True,False
297.3,308.7,1447,44.5,105,0,False,True
297.2,308.6,1392,41.5,108,0,True,False
297.3,308.6,1358,47.6,110,0,True,False
297.3,308.7,1491,40.2,112,0,True,False
297.3,308.7,1556,36.7,114,0,True,False
297.3,308.7,1531,36.7,116,0,True,False
297.4,308.7,1429,37.6,118,0,False,False
297.4,308.8,1573,33.9,123,0,False,True
297.4,308.8,1538,41.2,126,0,True,False
297.4,308.8,1467,39.0,128,0,True,False
297.4,308.7,1323,51.1,130,0,False,False
297.4,308.7,1798,23.0,135,0,False,True
297.4,308.6,1411,46.3,138,0,True,False
297.3,308.5,1528,44.5,140,0,True,False
297.3,308.5,1504,42.0,142,0,True,False
297.3,308.5,1384,39.6,144,0,True,False
297.2,308.4,1677,26.4,146,0,True,False
297.3,308.5,1764,30.8,148,0,True,False
297.4,308.5,1472,42.0,150,0,False,True
297.4,308.5,1465,55.9,153,0,False,True
297.4,308.6,1657,33.1,156,0,False,True
297.4,308.6,1635,30.5,159,0,True,False
297.4,308.7,1582,31.9,161,0,False,True
297.5,308.7,1761,26.2,164,0,True,False
297.5,308.8,1587,34.9,166,0,True,False
297.5,308.7,1446,53.0,168,0,False,True
297.5,308.7,1352,53.0,171,0,False,True
297.4,308.7,1392,46.4,174,0,False,True
297.5,308.8,1417,49.8,177,0,True,False
297.5,308.8,1824,24.0,179,0,False,False
297.5,308.8,1603,36.7,184,0,True,False
297.4,308.8,1620,33.4,186,0,True,False
297.4,308.8,1353,49.4,188,0,True,False
297.5,308.8,1360,50.7,190,0,True,False
297.5,308.6,1380,53.5,192,0,True,False
297.5,308.7,1363,53.6,194,0,False,True
297.4,308.6,1452,41.2,197,0,False,True
297.4,308.6,1680,32.8,200,0,True,False
297.5,308.6,1536,39.0,202,0,True,False
297.5,308.6,1621,28.9,0,0,True,False
297.5,308.6,1585,37.6,2,0,True,False
297.6,308.7,1408,51.5,4,0,False,True
297.5,308.6,1536,38.7,7,0,False,False
297.5,308.6,1352,52.6,12,0,True,False
297.5,308.6,1481,38.8,14,0,False,False
297.5,308.7,1454,45.0,19,0,True,False
297.5,308.6,1349,51.5,21,0,False,True
297.5,308.6,1327,52.1,24,0,False,True
297.6,308.7,1552,42.3,27,0,True,False
297.5,308.7,1456,44.7,29,0,True,False
297.6,308.6,1254,45.8,31,0,False,True
297.5,308.6,1437,43.3,34,0,True,False
297.5,308.6,1694,27.1,36,0,True,False
297.5,308.5,1306,50.7,38,0,True,False
297.5,308.5,1699,30.1,40,0,False,True
297.4,308.5,1369,53.2,43,0,True,False
297.4,308.5,1471,43.9,45,0,True,False
297.4,308.5,1410,43.9,47,0,True,False
297.4,308.5,1412,45.5,49,0,False,True
297.4,308.5,1418,51.2,52,0,True,False
297.4,308.5,1782,25.9,54,0,True,False
297.4,308.5,1497,36.4,56,0,False,True
297.3,308.4,1459,39.4,59,0,True,False
297.2,308.3,1796,23.8,61,0,True,False
297.2,308.3,1569,31.2,63,0,True,False
297.3,308.4,1469,46.7,65,0,True,False
297.3,308.4,1472,41.3,67,0,True,False
297.4,308.5,1475,47.2,69,0,True,False
297.4,308.6,1488,36.4,71,0,True,False
297.4,308.6,1524,43.1,73,0,True,False
297.4,308.5,1486,48.6,75,0,True,False
297.5,308.6,1255,60.7,77,0,False,True
297.4,308.6,1469,42.6,80,0,False,True
297.4,308.5,1692,34.3,83,0,True,False
297.4,308.6,1604,32.8,85,0,False,True
297.4,308.6,1446,48.1,88,0,True,False
297.3,308.5,1503,43.3,90,0,True,False
297.3,308.5,1625,32.8,92,0,False,True
297.2,308.5,1574,35.8,95,0,True,False
297.2,308.4,1378,41.9,97,0,False,True
297.1,308.4,1693,29.5,100,0,True,False
297.2,308.4,1462,51.2,102,0,True,False
